date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Wed Dec 27 2017 15:31:21 GMT-0500 (Eastern Standard Time),,,Current Employee ,Software Engineer,I have been working at The RealReal full-time,2,"Great team, everyone is highly skilled and super friendly.

1) We have hackathons where we're free to try out almost anything.
2) We use a modern stack, including Rails, Elixir, Kafka, Elasticsearch, AWS
3) Upper management is top-notch and willing to help/mentor
4) Beer Fridays!!!","Maybe get out the word more, start up an engineering blog?",,5.0,5.0,5.0,5.0,5.0,5.0
Tue Jan 23 2018 08:33:49 GMT-0500 (Eastern Standard Time), Luxury Manager,"New York, NY",Former Employee ,Don't waste your time! Do not work there!,I worked at The RealReal full-time,14,No Pros to mention.,"Low salary. 
Long hours. Poor work/life balance. 
Relentless pressure to achieve very high monthly goals. 
Be ready to carry and lift heavy bags. 
Management not supportive. 
High school 'click' mentality.",Listen to and support employees better.,1.0,,,,,
Thu Jan 18 2018 13:10:50 GMT-0500 (Eastern Standard Time),,"San Francisco, CA",Former Employee ,Negative experience,I worked at The RealReal full-time for more than 3 years,19,I am reading all of the reviews on here and its honest people who left The RealReal because it's a bad place to work and when they leave their valued opinion on here HR hops on and gives a positive review that's super defensive.... it's pretty obvious that the positive reviews on here are not authentic.,"The turnover here is insane. Horrible work environment, no room for growth. Managers don't want you to grow and will take all of your credit instead of helping you progress. Only negative attitudes from management and executives and everyone works in fear. Micromanagement when it's not needed and it's not a team environment. Everyone sits quietly and seems so unhappy. It's extremely clicky and if you don't have...",Help people grow and progress in their careers instead of putting them down. Show appreciation to your employees. Look at your leadership and how they handle their teams- try to hire more mentors instead of gossipy highschoolers.,1.0,1.0,1.0,1.0,1.0,1.0
Sat Jan 20 2018 13:15:46 GMT-0500 (Eastern Standard Time), Luxury Manager,"New York, NY",Former Employee ,Abusive Environment,I worked at The RealReal full-time for more than a year,13,The bagels on Fridays. Some decent and talented people on the sales team.,"This Company takes advantage of its employees. Bottom line, nothing is as important as their profitability and going public with an IPO. They work these poor Luxury Managers to death, and in an abusive manner.","Care more about your employees and your customers. 
It's not all about an eventual IPO.",1.0,1.0,1.0,1.0,2.0,1.0
Tue Dec 19 2017 11:13:50 GMT-0500 (Eastern Standard Time), Engineering,"San Francisco, CA",Current Employee ,Great place to work !,I have been working at The RealReal full-time for more than a year,1,"Talented engineering team 
Hackathons twice a year
Great engineering mentors
Cutting edge technology like Elixir, Phoenix
Opportunity to work for a company which has both an online and retail presence
Flat org - your voice will be heard
Work life balance","A little farther off from Bart, Caltrain",Keep doing the great work !,4.0,4.0,4.0,4.0,4.0,4.0
Mon Dec 18 2017 13:49:53 GMT-0500 (Eastern Standard Time),,,Current Employee ,So far so good!,I have been working at The RealReal full-time,1,An awesome company with a bright future. It's an exciting time to be working at The RealReal.,"The growing pain are felt throughout the organization, but I see management working hard on making necessary improvements.",,4.0,3.0,3.0,4.0,4.0,4.0
Wed Dec 06 2017 10:35:15 GMT-0500 (Eastern Standard Time),,"Secaucus, NJ",Current Employee ,Prepare yourself to be stuck,I have been working at The RealReal full-time for less than a year,8,"long hours, great peers, a lot of team encouragement.","a high school environment in this department 
Management needs to get themselves together 
No clear directions 
Management is very discouraging to employees and very misleading on growth
Moreover, they enforce policies and do not follow them then punish you for doing the same as them. 
work you like no other even after exceeding expectations",The managers need more work to do in NJ,2.0,1.0,2.0,2.0,2.0,1.0
Fri Dec 15 2017 01:12:53 GMT-0500 (Eastern Standard Time),,"New York, NY"," in New York, NY",Account Manager,I worked at The RealReal,15,There are no pros to this job,"You front money for cars, your bonus is a joke, and they track you with your company devices",,1.0,1.0,1.0,1.0,1.0,1.0
Wed Dec 06 2017 10:38:13 GMT-0500 (Eastern Standard Time),,"San Francisco, CA",Former Employee ,The Modern Day Slave Sweatshop.,I worked at The RealReal full-time,23,None sorry not sorry. Bagels don’t make up for your poor quality of managers and work environment.,"Honestly not even sure why I’m wasting my time writing this review when FAKE CORPORATE REVIEWS WILL BE UPLOADED RIGHT AFTERWARDS to improve their FAKE RATING ON HERE. 

This place is a joke. They underappreciate when you exceed your personal goals and look down on people who want to take PTO. Managers are not even competent nor does HR ever respond to your emails in a timely manner. Don’t worry, they’ll respond 5...","Honestly, none. You guys are sinking faster than a submarine. And you will not acknowledge the many problems that a lot of people have addressed to you so you will reap what you sow. 

Care about your employees and see the result you get!",1.0,1.0,1.0,1.0,1.0,1.0
Fri Nov 03 2017 18:17:52 GMT-0400 (Eastern Daylight Time), Warehouse Associate,"Secaucus, NJ",Current Employee ,DON’T believe the negative reviews,I have been working at The RealReal full-time for less than a year,1,"So far everything. I’ve only been with the come for a few months but coming from past retailers this place is a breeze. The negative comments about the company are a complete slap in the face to the good that they try to offer to their employees. 

It’s still a growing company who are pretty much in a race by them selves and to keep things “authentic” they’ll have to keep changing the way they do things. From what...",I agree that they’re unorganized at times but it’s nothing no one can’t handle and like I’ve said they’re a SUCCESSFUL growing company so that will happen but as long as your vocal and open but still respectful you’ll get an answer.,"My only advice is to the warehouse managers, I’m all for having a relaxed and comfortable work environment but there’s no boundaries between the employees and leads which could result in everyone feeling like they could do whatever they want, without consequences.",5.0,5.0,5.0,5.0,5.0,5.0
Fri Oct 27 2017 07:36:45 GMT-0400 (Eastern Daylight Time),,"Brisbane, CA",Current Employee ,Don't believe the negative reviews,I have been working at The RealReal full-time for more than a year,0,I am a current employee and the only thing fake about this company are the negative reviews about it. I think the company does a good job in trying to make this a good place to work. Benefits are good. Co-workers are super nice. Good amount of time off.,There is a lot of work which means there is often times overtime.,,5.0,3.0,4.0,5.0,4.0,3.0
Thu Nov 09 2017 17:09:04 GMT-0500 (Eastern Standard Time), Anonymous,"Secaucus, NJ",Former Employee ,I'd say it's a joke but it's not even funny...,I worked at The RealReal full-time for less than a year,20,"Although they get no credit and are seen as a threat by incompetent management, there truly are some talented and cool people working here. Which is why there is a high turnover- no one with an ounce of experience and knowledge is dumb enough to make this longterm.","I wasn't going to waste my time writing this as I vowed on my last day to never give this company another second of my time, but the amount of fake reviews is nothing short of an outrage- not to mention the fact that an internet based company thinks that posting 100 5 star reviews in the course of 2 days isn't a blatantly obvious fallacy. I'm embarrassed for them. 
On to the real CONS:
High school environment-...","I am a fairly seasoned professional with vast industry knowledge and experience. There are so many changes that need to be made here in order to sustain growth and make for happier employees. I have never in my career been in an environment with more negativity and unhappiness amongst the very people that drive your business. This place is so flawed, I couldn't even think of a fix other than letting it drive...",1.0,3.0,1.0,1.0,1.0,1.0
